numberOfResults,timeCreated,returnCode,message,numVessels,vessels_0_aisStatic_name,vessels_0_aisStatic_mmsi,vessels_0_aisStatic_imo,vessels_0_aisStatic_callsign,vessels_0_aisStatic_flag,vessels_0_aisStatic_dimA,vessels_0_aisStatic_dimB,vessels_0_aisStatic_dimC,vessels_0_aisStatic_dimD,vessels_0_aisStatic_length,vessels_0_aisStatic_width,vessels_0_aisStatic_typeOfShipAndCargo,vessels_0_aisStatic_aisShiptype,vessels_0_aisStatic_updateTime,vessels_0_aisStatic_aisClass,vessels_0_aisVoyage_updateTime,vessels_0_aisVoyage_eta,vessels_0_aisVoyage_dest,vessels_0_aisVoyage_draught,vessels_0_aisVoyage_source,vessels_0_aisVoyage_cargotype,vessels_0_aisPosition_timeReceived,vessels_0_aisPosition_src,vessels_0_aisPosition_lon,vessels_0_aisPosition_lat,vessels_0_aisPosition_sog,vessels_0_aisPosition_cog,vessels_0_aisPosition_hdg,vessels_0_aisPosition_rot,vessels_0_aisPosition_navStatus,vessels_0_voyageDetails_destination,vessels_0_voyageDetails_locode,vessels_0_voyageDetails_portCountry,vessels_0_geoDetails_timeOfATChange,vessels_0_geoDetails_status,vessels_0_msg27_timeReceived,vessels_0_msg27_src,vessels_0_msg27_lon,vessels_0_msg27_lat,vessels_0_msg27_sog,vessels_0_msg27_cog,vessels_0_msg27_hdg,vessels_0_msg27_rot,vessels_0_msg27_navStatus,vessels_0_vesselDetails_shipType,vessels_0_vesselDetails_sizeClass,vessels_0_vesselDetails_grossTonnage,vessels_0_vesselDetails_deadWeight,vessels_0_vesselDetails_teu
1,2019-12-05T16:35:21Z,200,OK,1,DENIA CIUTAT CREATIV,210133000,9019054,5BRU3,Cyprus,24,126,10,14,150.0,24.0,60,passenger_ships,2019-10-21T08:41:14Z,A,2019-12-05T10:43:29Z,2019-12-05T16:00:00Z,ALMERIA,5.5,T-AIS,0,2019-12-05T15:25:00Z,S-AIS,-2.8842783333333335,35.42671333333333,17.5,194.4,190.0,0,0,Almeria,ESLEI,Spain,2019-12-05T10:09:52Z,moving,2019-12-05T16:30:26Z,S-AIS,-2.9233333333333333,35.27,0.0,213.0,511.0,128,5,passenger_ship>passenger_ro_ro_cargo_ship,,19308,5985,
